offer_id_local;page_no;offer_id;psu_power;psu_standard;psu_cert;offer_url;price;brand;rating;model;offer_title;bought;votes
101;2;9938307832;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-cooler-master-mwe-750w-v2-80-gold-9938307832;419,00;Cooler Master;5.0;MPE-7501-AFAAG-EU;;0;
102;2;11726184222;850;ATX;Titanium;https://allegro.pl/oferta/zasilacz-be-quiet-dark-power-12-850w-titanium-11726184222;1;be quiet!;5.0;DARK POWER;;0;
103;2;11058472105;550;ATX;Bronze;https://allegro.pl/oferta/zasilacz-cooler-master-mwe-550w-v2-80-bronze-11058472105;348,00;Cooler Master;;MPE-5501-ACAAB;;0;
104;2;11783607821;750;ATX;Bronze;https://allegro.pl/oferta/zasilacz-corsair-cx-750m-750w-11783607821;492,30;Corsair;5.0;Builder Series CX 750W 80+ Bronze Modular;;0;
105;2;11653029275;850;ATX;Gold;https://allegro.pl/oferta/zasilacz-komputerowy-volcano-850-gold-wentylator-11653029275;635,88;MODECOM;;Volcano;;0;
106;2;11361923085;1200;ATX;Titanium;https://allegro.pl/oferta/zasilacz-be-quiet-dark-power-pro-12-1200w-1200-w-11361923085;2;be quiet!;4.9;Dark Power Pro 12 1200W;;0;
107;2;11058466121;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-mwe-gold-v2-750w-modularny-80-gold-11058466121;493,00;Cooler Master;5.0;MWE v2;;0;
108;2;11153679785;550;ATX;Gold;https://allegro.pl/oferta/zasilacz-asus-rog-strix-550g-550w-80-gold-11153679785;399,00;ASUS;;ROG STRIX 550G;;1;
109;2;11684184604;1000;ATX;Titanium;https://allegro.pl/oferta/zasilacz-be-quiet-dark-power-12-1000w-titanium-11684184604;1;be quiet!;;Dark Power 12 1000W;;0;
110;2;9960869313;400;ATX;Bronze;https://allegro.pl/oferta/zasilacz-lc-power-lc500-12-v2-31-80-9960869313;149,56;LC-Power;1.0;LC500-12 V2.31 80+;;0;
111;2;11552412402;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-komputerowy-thermaltake-toughpower-gf650w-11552412402;390,00;Thermaltake;5.0;Toughpower;;0;
112;2;11136194610;1000;ATX;Gold;https://allegro.pl/oferta/zasilacz-atx-gigabyte-gp-p1000gm-1000w-gold-11136194610;643,00;Gigabyte;4.9;P1000GM;;0;
113;2;11650746535;750;ATX;Bronze;https://allegro.pl/oferta/zasilacz-aerocool-pgs-lux-750w-80-bronze-11650746535;269,99;Aerocool;5.0;LUX;;0;
114;2;10243546395;650;ATX;Platinum;https://allegro.pl/oferta/zasilacz-seasonic-prime-px-650-80plus-platinum-10243546395;871,00;Seasonic;5.0;FOCUS-PX-650;;0;
115;3;10838351199;500;ATX;Bronze;https://allegro.pl/oferta/zasilacz-komputerowy-mc-b88-500fc-80-bronze-230v-10838351199;248,32;MODECOM;4.85;MC-B88-500FC;;0;
116;3;11646630760;550;ATX;Gold;https://allegro.pl/oferta/zasilacz-rm550x-550w-80-gold-f-modular-atx-eu-11646630760;592,97;Corsair;5.0;RM550X;;0;
117;3;11646632039;630;ATX;Gold;https://allegro.pl/oferta/zasilacz-smart-se-630w-modular-sprawnosc-11646632039;448,05;Thermaltake;4.5;Smart SE 630W Modular;;0;
118;3;11646633286;760;ATX;Platinum;https://allegro.pl/oferta/zasilacz-fde-ion-2-760w-80plus-platinum-modular-11646633286;1;Fractal Design;;FD-P-IA2P-760-EU;;0;
119;3;11646628119;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-toughpower-gf-750w-modular-80-gold-11646628119;520,45;Thermaltake;;Toughpower GF;;0;
120;3;11645192295;530;ATX;Bronze;https://allegro.pl/oferta/smart-se-530w-modular-sprawnosc-80-bronze-11645192295;328,50;Thermaltake;5.0;SPS-530M;;0;
121;3;11226404538;630;ATX;Gold;https://allegro.pl/oferta/thermaltake-zasilacz-smart-se-630w-modular-11226404538;379,38;Thermaltake;4.5;Smart SE 630W Modular;;0;
122;3;10895725500;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-gigamax-650w-80-bronze-eu-zm650-gvii-10895725500;331,84;Zalman;;ZM650-GVII;;0;
123;3;10796895620;600;ATX;Bronze;https://allegro.pl/oferta/zasilacz-vero-m3-600w-80plus-bronze-modular-10796895620;385,80;SilentiumPC;;Vero M3 Bronze 600W;;0;
124;3;11594736038;600;ATX;Bronze;https://allegro.pl/oferta/zasilacz-silentiumpc-vero-m3-bronze-600w-11594736038;403,00;SilentiumPC;4.93;SPC268;;0;
125;3;11543626028;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-silentiumpc-supremo-fm2-gold-750w-atx-11543626028;503,66;SilentiumPC;4.96;Supremo FM2 Gold 750W;;0;
126;3;11605995520;700;ATX;Bronze;https://allegro.pl/oferta/asus-zasilacz-tuf-gaming-750w-bronze-80-czarny-11605995520;741,94;ASUS;;GPS-700A8 700W ATX-12V;;0;
127;3;11564178781;530;ATX;Gold;https://allegro.pl/oferta/zasilacz-smart-se-530w-modular-sprawnosc-11564178781;335,42;Thermaltake;5.0;Smart SE Gold;;0;
128;3;11564180330;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-mwe-gold-v2-650w-modularny-80-gold-11564180330;411,99;Cooler Master;5.0;MWE Gold 650 - V2 Full Modular;;0;
129;3;11493102542;530;ATX;Bronze;https://allegro.pl/oferta/smart-se-530w-modular-sprawnosc-80-bronze-11493102542;272,59;Thermaltake;5.0;SPS-530M;;0;
130;3;10896125539;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-toughpower-650w-modular-80-gold-10896125539;471,23;Thermaltake;;Toughpower 650W Modular;;0;
131;3;10896124804;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-smart-bm2-650w-modular-80-bronze-10896124804;322,34;Thermaltake;;Smart BM2 650W - TT Premium Edition;;0;
132;3;10896124237;500;ATX;Bronze;https://allegro.pl/oferta/chieftec-gpe-500s-500w-atx-12v-box-10896124237;271,03;Chieftec;5.0;GPE-500S 500W ATX-12V BOX;;0;
133;3;10896122173;700;ATX;Gold;https://allegro.pl/oferta/zasilacz-pure-power-11-700w-80-gold-s-modu-bn299-10896122173;506,07;be quiet!;4.95;Pure Power 11 CM 700W BN299;;0;
134;3;10896120394;550;ATX;Bronze;https://allegro.pl/oferta/aerocool-zasilacz-lux-rgb-550w-80-bronze-10896120394;220,72;Aerocool;5.0;LUX 550W RGB;;0;
135;3;10896118987;650;ATX;Gold;https://allegro.pl/oferta/silentiumpc-zasilacz-supremo-l2-650w-80-gold-10896118987;391,25;SilentiumPC;4.96;Supremo L2;;0;
136;3;10895732794;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-smart-bm2-650w-modular-80-bronze-10895732794;327,13;Thermaltake;;Smart BM2 650W - TT Premium Edition;;0;
137;3;10889450257;550;ATX;Bronze;https://allegro.pl/oferta/aerocool-aeropgsluxrgb-550-aerocool-lux-550w-rgb-10889450257;235,80;Aerocool;5.0;LUX 550W RGB;;0;
138;3;10875861811;550;ATX;Gold;https://allegro.pl/oferta/corsair-zasilacz-modularny-rm550x-2021-80-gold-10875861811;520,02;Corsair;;RM550X;;0;
139;3;10896124377;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-rm650x-650w-80-gold-f-modular-atx-eu-10896124377;692,07;Corsair;5.0;RMx Series RM650x;;0;
140;3;10896119271;550;ATX;Gold;https://allegro.pl/oferta/zasilacz-modularny-rm550x-2021-80-gold-atx-10896119271;533,69;Corsair;;RM550X;;0;
141;3;10878446553;750;ATX;Platinum;https://allegro.pl/oferta/be-quiet-zasilacz-straight-power-11-750w-80-10878446553;675,28;be quiet!;5.0;Straight Power 11;;0;
142;3;10912158548;600;ATX;Gold;https://allegro.pl/oferta/zasilacz-pure-power-11-600w-80-gold-s-modu-bn298-10912158548;420,88;be quiet!;4.97;Pure Power 11 600W CM;;0;
143;3;10899174425;600;ATX;Gold;https://allegro.pl/oferta/be-quiet-zasilacz-pure-power-11-600w-80-gold-10899174425;427,00;be quiet!;4.97;Pure Power 11 600W CM;;0;
144;3;10896125705;400;ATX;Platinum;https://allegro.pl/oferta/zasilacz-toughpower-pf1-650w-80-platinum-10896125705;636,66;Thermaltake;;Toughpower PF1 650W - TT Premium Edition;;0;
145;3;10896124571;750;ATX;Bronze;https://allegro.pl/oferta/cx750f-rgb-750w-80-bronze-f-modular-atx-eu-10896124571;572,61;Corsair;5.0;CX750F;;0;
146;3;10892443490;650;ATX;Gold;https://allegro.pl/oferta/thermaltake-zasilacz-toughpower-gf1-650w-modular-10892443490;538,08;Thermaltake;;Toughpower GF1 650w 80+ Gold;;0;
147;3;10936174264;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-chieftec-atx-750w-psu-80-gold-10936174264;511,48;Chieftec;5.0;PPS-750FC;;0;
148;3;10939040232;600;ATX;Bronze;https://allegro.pl/oferta/zasilacz-silentiumpc-vero-l3-bronze-600w-10939040232;274,36;SilentiumPC;4.94;Vero L3 Bronze;;0;
149;3;10795492498;700;ATX;Bronze;https://allegro.pl/oferta/zasilacz-vero-m3-700w-80plus-bronze-modular-10795492498;431,97;SilentiumPC;4.94;Vero M3 Bronze 700W;;0;
150;3;11637328460;860;ATX;Platinum;https://allegro.pl/oferta/zasilacz-ion-2-860w-80plus-platinum-modular-11637328460;1;Fractal Design;;Ion+ 2;;0;
151;3;11620622910;450;ATX;Bronze;https://allegro.pl/oferta/zasilacz-pc-cooler-master-450w-mpe-4501-acaab-eu-11620622910;235,40;Cooler Master;5.0;MWE 450 Bronze V2;;0;
152;3;11618663646;850;ATX;Platinum;https://allegro.pl/oferta/zasilacz-pc-corsair-850w-cp-9020138-eu-11618663646;986,99;Corsair;4.95;HX Series;;0;
153;3;11614849806;700;ATX;Gold;https://allegro.pl/oferta/zasilacz-pc-be-quiet-700w-bn299-11614849806;558,99;be quiet!;4.95;Pure Power 11 CM 700W BN299;;0;
154;3;11608705527;450;ATX;Bronze;https://allegro.pl/oferta/zasilacz-pc-cooler-master-450w-mpe-4501-acaab-eu-11608705527;246,99;Cooler Master;5.0;MWE 450 Bronze V2;;0;
155;3;11524260999;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-pc-gigabyte-650w-gp-p650b-11524260999;286,00;Gigabyte;5.0;P650B;;0;
156;3;11485424175;500;ATX;Bronze;https://allegro.pl/oferta/zasilacz-silentiumpc-vero-l3-500w-80-bronze-11485424175;290,00;SilentiumPC;4.97;Vero L3 Bronze 500W;;0;
157;3;11562729550;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-p650b-650w-pfc-120mm-hydraulic-fan-atx-11562729550;275,88;Gigabyte;5.0;P650B;;0;
158;3;11618812829;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-pc-corsair-650w-cp-9020178-eu-11618812829;623,99;Corsair;5.0;RMx Series RM650x;;0;
159;3;11618499944;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-pc-corsair-650w-cp-9020178-eu-11618499944;623,99;Corsair;5.0;RMx Series RM650x;;0;
160;3;11583998932;650;ATX;Gold;https://allegro.pl/oferta/thermaltake-toughpower-gf-650w-modular-80-gold-11583998932;442,83;Thermaltake;5.0;ToughPower GF;;0;
161;3;11541789637;1000;ATX;Platinum;https://allegro.pl/oferta/zasilacz-straight-power-11-1000w-80-platinum-11541789637;1;be quiet!;4.95;BN309;;0;
162;3;11615029626;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-pc-corsair-650w-cp-9020103-eu-11615029626;495,99;Corsair;5.0;CX650M 100-240V 650W MODULAR POWER SUPPLY;;0;
163;3;11584000737;550;ATX;Gold;https://allegro.pl/oferta/thermaltake-toughpower-sfx-550w-modular-80-gold-11584000737;509,11;Thermaltake;;PS-STP-0550FNFAGE-1;;0;
164;3;11041747344;650;ATX;Gold;https://allegro.pl/oferta/thermaltake-zasilacz-toughpower-gf1-650w-modular-11041747344;520,46;Thermaltake;;Toughpower GF1 650w 80+ Gold;;0;
165;3;11041719285;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-cooler-master-v750-gold-v2-750w-modularny-11041719285;660,38;Cooler Master;;V750 Gold-V2 White Edition;;0;
166;3;10959701583;750;ATX;Bronze;https://allegro.pl/oferta/thermaltake-zasilacz-smart-bm2-750w-modular-80-10959701583;397,41;Thermaltake;5.0;Smart BM2 750W - TT Premium Edition;;0;
167;3;11041741906;500;ATX;Bronze;https://allegro.pl/oferta/be-quiet-zasilacz-system-power-9-500w-80-bronze-11041741906;262,88;be quiet!;4.96;System Power 9 500W;;0;
168;4;11775376142;550;ATX;Bronze;https://allegro.pl/oferta/zasilacz-corsair-cx550f-rgb-white-550w-11775376142;269,00;Corsair;5.0;CX550F;;1;
169;4;11022119644;750;ATX;Bronze;https://allegro.pl/oferta/zasilacz-corsair-cv750-atx-bronze-80-plus-750w-11022119644;369,00;Corsair;5.0;CV750;;0;
170;4;10723781704;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-gigabyte-p750gm-750w-80-plus-gold-10723781704;431,99;Gigabyte;5.0;GP-P750GM;;0;
171;4;11326253177;1000;ATX;Platinum;https://allegro.pl/oferta/corsair-zasilacz-eth-btc-hx1000i-1000w-80-platinu-11326253177;1;Corsair;5.0;HX Series 1000iW Modular;;0;
172;4;11670976659;750;ATX;Gold;https://allegro.pl/oferta/nowy-zasilacz-corsair-rm750x-750w-11670976659;579,00;Corsair;5.0;RM750x;;0;
173;4;11001848276;750;ATX;Bronze;https://allegro.pl/oferta/zasilacz-cooler-master-masterwatt-750w-80-bronze-11001848276;469,00;Cooler Master;5.0;MasterWatt 750W;;0;
174;4;11685548151;850;ATX;Platinum;https://allegro.pl/oferta/zasilacz-corsair-hx850-850w-80-modularny-atx-11685548151;955,00;Corsair;4.95;HX Series;;0;
175;4;10546175440;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-corsair-rm750x-750w-80plus-gold-atx-10546175440;589,00;Corsair;4.96;RM750x;;1;
176;4;10229354167;650;ATX;Platinum;https://allegro.pl/oferta/zasilacz-be-quiet-dark-power-pro-11-650w-10229354167;881,00;be quiet!;5.0;BN251;;0;
177;4;9445828153;600;ATX;Bronze;https://allegro.pl/oferta/zasilacz-silentiumpc-vero-l3-600w-80-bronze-atx-9445828153;239,00;SilentiumPC;4.94;Vero L3 Bronze;;0;
178;4;11629825694;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-gigabyte-gp-p750gm-11629825694;357,00;Gigabyte;4.72;GP-P750GM 750W;;0;
179;4;11513021324;850;ATX;Gold;https://allegro.pl/oferta/zasilacz-thermaltake-power-supply-toughpower-850w-11513021324;669,00;Thermaltake;5.0;ToughPower GF1;;0;
180;4;11094158932;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-silentium-pc-supremo-l2-650-w-11094158932;445,73;SilentiumPC;4.96;Supremo L2;;0;
181;4;10840892957;600;ATX;Bronze;https://allegro.pl/oferta/zasilacz-silentiumpc-vero-l3-600w-80plus-bronze-10840892957;235,00;SilentiumPC;4.94;Vero L3 Bronze;;6;
182;4;10805735583;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-be-quiet-straight-power-11-750w-80-plus-10805735583;629,00;be quiet!;5.0;Straight Power 11;;2;
183;4;10025404750;750;ATX;Bronze;https://allegro.pl/oferta/cooler-master-zasilacz-mwe-bronze-80-750w-v2-230v-10025404750;365,14;Cooler Master;5.0;MWE 750 Bronze 230V V2;;0;
184;4;11133036288;850;ATX;Gold;https://allegro.pl/oferta/zasilacz-corsair-rm850x-850w-bialy-11133036288;679,99;Corsair;5.0;RM850X;;1;
185;4;10616763830;850;ATX;Gold;https://allegro.pl/oferta/zasilacz-corsair-rm850x-850w-80-plus-gold-atx-10616763830;728,00;Corsair;5.0;RM850x;;0;
186;4;11381770043;750;ATX;Bronze;https://allegro.pl/oferta/corsair-builder-series-cx-750w-80-bronze-modular-11381770043;435,37;Corsair;5.0;Builder Series CX 750W 80+ Bronze Modular;;0;
187;4;10808571408;600;ATX;Silver;https://allegro.pl/oferta/zasilacz-be-quiet-system-power-7-80-silver-atx-10808571408;349,00;be quiet!;;SYSTEM POWER 7;;0;
188;4;8357263590;400;ATX;Bronze;https://allegro.pl/oferta/zasilacz-komputerowy-atx-be-quiet-400w-80-plus-8357263590;199,00;be quiet!;4.88;System Power 9 400W;;0;
189;4;11653033766;350;ATX;Bronze;https://allegro.pl/oferta/zasilacz-350w-lc6350-v2-3-80-bronze-120mm-4x-sata-11653033766;166,47;LC Power;5.0;LC6350 V2.3 80+;;0;
190;4;11001837007;450;ATX;Bronze;https://allegro.pl/oferta/zasilacz-cooler-master-mwe-v2-450w-80-bronze-11001837007;259,00;Cooler Master;5.0;MWE 450 Bronze - V2;;0;
191;4;11650747333;600;ATX;Gold;https://allegro.pl/oferta/zasilacz-be-quiet-pure-power-11-cm-600w-11650747333;429,99;be quiet!;4.97;Pure Power 11 600W CM;;1;
192;4;10731755822;1000;ATX;Gold;https://allegro.pl/oferta/zasilacz-modularny-corsair-rm1000x-1000w-80-gold-10731755822;1;Corsair;5.0;RMX Series 1000 Modular;;0;
193;4;10608943623;600;ATX;Bronze;https://allegro.pl/oferta/silentiumpc-zasilacz-vero-l3-600w-80plus-bronze-10608943623;304,86;SilentiumPC;4.94;Vero L3 Bronze;;0;
194;4;11727457141;850;ATX;Gold;https://allegro.pl/oferta/zasilacz-gigabyte-aorus-p850w-gp-ap850gm-11727457141;555,00;Gigabyte;5.0;GP-AP850GM;;0;
195;4;10215848735;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-gpx-750fc-750w-powerup-80plus-gold-10215848735;465,15;Chieftec;5.0;GPX-750FC;;0;
196;4;10707703635;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-corsair-cx650m-650w-80plus-bronze-atx-10707703635;389,00;Corsair;4.83;CX650M;;0;
197;4;11552385616;400;ATX;Bronze;https://allegro.pl/oferta/zasilacz-komputerowy-chieftec-gpe-400s-400w-11552385616;206,00;Chieftec;5.0;GPE-400S;;0;
198;4;10617725014;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-asus-tuf-gaming-650w-80plus-bronze-6lat-g-10617725014;299,00;ASUS;4.93;TUF-GAMING-650B;;1;
199;4;10710971049;850;ATX;Gold;https://allegro.pl/oferta/zasilacz-gigabyte-gp-p850gm-850-w-10710971049;490,00;Gigabyte;4.83;GP-P850GM;;0;
200;4;10644034019;850;ATX;Gold;https://allegro.pl/oferta/zasilacz-atx-asus-rog-strix-850w-80-plus-gold-10644034019;849,00;ASUS;5.0;ROG-STRIX-850G;;0;
201;4;11326256112;1000;ATX;Platinum;https://allegro.pl/oferta/corsair-zasilacz-hx1000i-1000w-80-platinum-f-modu-11326256112;1;Corsair;5.0;HX Series 1000iW Modular;;0;
202;4;11684173591;1200;ATX;Titanium;https://allegro.pl/oferta/zasilacz-be-quiet-dark-power-pro-12-1200w-11684173591;1;be quiet!;4.9;Dark Power Pro 12;;1;
203;4;11639241196;550;ATX;Bronze;https://allegro.pl/oferta/zasilacz-gigabyte-p550b-550w-11639241196;274,46;Gigabyte;5.0;P550B;;0;
204;4;11467439790;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-toughpower-gf-650w-modular-80-gold-11467439790;464,78;Thermaltake;5.0;ToughPower GF;;0;
205;4;11796346616;1000;ATX;Titanium;https://allegro.pl/oferta/zasilacz-modularny-dark-power-12-1000w-80-11796346616;1;be quiet!;5.0;DARK POWER 12 1000W;;0;
206;4;11796340610;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-pure-power-11-500w-80-gold-n-modu-bn293-11796340610;376,57;be quiet!;;Pure Power 11 500W;;0;
207;4;11707313957;750;ATX;Bronze;https://allegro.pl/oferta/zasilacz-corsair-cx750m-2021-750w-atx-80-11707313957;399,00;Corsair;;CX750M;;0;
208;4;11408957713;1200;ATX;Platinum;https://allegro.pl/oferta/zasilacz-corsair-hx1200-1200-w-11408957713;1;Corsair;5.0;HX1200;;0;
209;4;10608942520;500;ATX;Bronze;https://allegro.pl/oferta/silentiumpc-zasilacz-vero-l3-500w-80plus-bronze-10608942520;281,19;SilentiumPC;4.97;Vero L3 Bronze 500W;;0;
210;4;9544270653;500;ATX;Bronze;https://allegro.pl/oferta/zasilacz-pc-silentiumpc-vero-l3-500w-80-bronze-9544270653;225,00;SilentiumPC;4.97;Vero L3 500W;;2;
211;4;10971559404;700;ATX;Bronze;https://allegro.pl/oferta/zasilacz-silentiumpc-vero-m3-bronze-700-w-10971559404;319,00;SilentiumPC;4.94;Vero M3 Bronze;;0;
212;4;6873422851;1200;ATX;Platinum;https://allegro.pl/oferta/zasilacz-lc-power-1200w-atx-80-platinum-10x-8pin-6873422851;1;LC-Power;5.0;LC1200 V2.4;;0;
213;4;10216949197;500;ATX;Bronze;https://allegro.pl/oferta/silentiumpc-zasilacz-vero-l3-500w-80-bronze-spc265-10216949197;223,00;SilentiumPC;4.97;Vero L3 Bronze 500W;;0;
214;4;10684327929;750;ATX;Bronze;https://allegro.pl/oferta/zasilacz-corsair-750w-cx750f-rgb-80-bronz-modular-10684327929;462,00;Corsair;5.0;CX750F;;0;
215;4;10188710154;750;ATX;Platinum;https://allegro.pl/oferta/zasilacz-corsair-hx750-750w-10188710154;769,00;Corsair;5.0;HX750;;0;
216;4;11393880292;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-be-quiet-pure-power-11-fm-650w-modularny-11393880292;424,00;be quiet!;5.0;be quiet! Pure Power 11;;2;
217;4;11438190986;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-chieftec-pps-750fc-750-w-11438190986;409,00;Chieftec;5.0;PPS-750FC;;0;
218;4;10882297872;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-chieftec-pps-650fc-650-w-10882297872;390,99;Chieftec;5.0;PPS-650FC;;0;
219;4;11796347017;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-pps-750fc-750w-polaris-80plus-gold-11796347017;478,99;Chieftec;5.0;PPS-750FC;;0;
220;4;11796343384;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-gigamax-650w-80-bronze-eu-zm650-gvii-11796343384;371,49;Zalman;;ZM650-GVII;;0;
221;4;11796339808;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-toughpower-gf-750w-modular-80-gold-11796339808;511,28;Thermaltake;;Toughpower GF;;0;
222;4;11796344453;1200;ATX;Platinum;https://allegro.pl/oferta/zasilacz-pc-toughpower-pf1-argb-1200w-platinum-11796344453;1;Thermaltake;5.0;Toughpower PF1 ARGB;;0;
223;4;11796344051;850;ATX;Platinum;https://allegro.pl/oferta/asus-zasilacz-rog-strix-850g-80-gold-czarny-11796344051;1;ASUS;5.0;ROG-STRIX-850G;;0;
224;4;11796343487;1000;ATX;Gold;https://allegro.pl/oferta/asus-zasilacz-rog-strix-1000g-80-gold-czarny-11796343487;1;ASUS;5.0;ROG-STRIX-1000G;;0;
225;5;11796339017;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-rm650x-650w-80-gold-f-modular-atx-eu-11796339017;618,84;Corsair;5.0;RMx Series RM650x;;0;
226;5;11796347017;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-pps-750fc-750w-polaris-80plus-gold-11796347017;478,99;Chieftec;5.0;PPS-750FC;;0;
227;5;11796343384;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-gigamax-650w-80-bronze-eu-zm650-gvii-11796343384;371,49;Zalman;;ZM650-GVII;;0;
228;5;11796339808;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-toughpower-gf-750w-modular-80-gold-11796339808;511,28;Thermaltake;;Toughpower GF;;0;
229;5;11796346965;1200;ATX;Titanium;https://allegro.pl/oferta/zasilacz-dark-power-pro-12-1200w-80-titanium-11796346965;1;be quiet!;4.9;Dark Power Pro 12 1200W;;0;
230;5;11796346893;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-gpx-750fc-750w-powerup-80plus-gold-11796346893;538,72;Chieftec;5.0;GPX-750FC;;0;
231;5;11796345519;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-p650b-650w-pfc-120mm-hydraulic-fan-atx-11796345519;304,32;Gigabyte;5.0;P650B;;1;
232;5;11796344745;750;ATX;Gold;https://allegro.pl/oferta/zasilacz-toughpower-gf1-1200w-modular-80-gold-11796344745;1;Thermaltake;5.0;TTP-1200AH3FCG;;0;
233;5;11796344589;1200;ATX;Platinum;https://allegro.pl/oferta/asus-zasilacz-rog-thor-1200p-11796344589;2;ASUS;;ROG Thor 1200P;;0;
234;5;11796343254;650;ATX;Bronze;https://allegro.pl/oferta/zasilacz-cx650f-rgb-650w-80-bronze-f-modular-eu-11796343254;460,29;Corsair;4.76;CX650F;;0;
235;5;11485428956;650;ATX;Gold;https://allegro.pl/oferta/thermaltake-toughpower-gf1-a-rgb-650w-80-gold-11485428956;637,00;Thermaltake;;Toughpower GF1 ARGB;;0;
236;5;11679827321;700;ATX;Bronze;https://allegro.pl/oferta/chieftec-gpe-700s-700w-atx-12v-box-11679827321;280,13;Chieftec;4.98;GPE-700S;;0;
237;5;10189097431;600;ATX;Gold;https://allegro.pl/oferta/zasilacz-be-quiet-pure-power-11-600w-10189097431;389,00;be quiet!;5.0;BN294;;0;
238;5;9454245722;500;ATX;Bronze;https://allegro.pl/oferta/zasilacz-chieftec-500w-gpe-500s-eco-9454245722;209,00;Chieftec;5.0;GPE-500S;;0;
239;5;11081129335;1050;ATX;Gold;https://allegro.pl/oferta/zasilacz-chieftec-pps-1050fc-polaris-1050w-80-gold-11081129335;669,99;Chieftec;4.92;PPS-1050FC;;1;
240;5;10745424313;850;ATX;Platinum;https://allegro.pl/oferta/zasilacz-be-quiet-straight-power-11-850w-80-atx-10745424313;753,00;be quiet!;4.94;Straight;;0;
241;5;10576022009;1000;ATX;Gold;https://allegro.pl/oferta/zasilacz-gigabyte-p1000gm-gp-p1000gm-10576022009;757,99;Gigabyte;4.9;P1000GM;;0;
242;5;8790384700;850;ATX;Platinum;https://allegro.pl/oferta/zasilacz-seasonic-focus-px-850-80plus-platinum-8790384700;875,00;Seasonic;5.0;FOCUS PX-850;;0;
243;5;11467450457;650;ATX;Gold;https://allegro.pl/oferta/zasilacz-mwe-gold-v2-650w-modularny-80-gold-11467450457;458,97;Cooler Master;5.0;MWE Gold 650 - V2 Full Modular;;0;
244;5;10608948020;550;ATX;Gold;https://allegro.pl/oferta/silentiumpc-supremo-m2-550w-80-gold-psu-modular-10608948020;357,00;SilentiumPC;4.9;Supremo M2 Gold;;0;
245;5;10684080006;750;ATX;Bronze;https://allegro.pl/oferta/zasilacz-750w-rgb-thermaltake-smartpro-modular-80-10684080006;458,00;Thermaltake;5.0;Smart Pro RGB;;0;
246;5;11775312254;750;ATX;Bronze;https://allegro.pl/oferta/zasilacz-corsair-cx750f-rgb-white-750w-11775312254;399,00;Corsair;5.0;CX750F;;0;
247;5;10122928370;600;ATX;Bronze;https://allegro.pl/oferta/zasilacz-be-quiet-system-power-9-600w-10122928370;319,00;be quiet!;4.97;BN247;;1;
248;5;6943156262;1000;ATX;Platinum;https://allegro.pl/oferta/zasilacz-modularny-lc-power-platinum-1000w-atx-80-6943156262;1;LC-Power;;LC-Power 1000W;;0;
249;5;10955839083;750;ATX;Bronze;https://allegro.pl/oferta/zasilacz-coolermaster-mwe-v2-750w-bronze-80-plus-10955839083;349,00;Cooler Master;5.0;MWE 750 Bronze 230V V2;;0;
